,MW,AMW,nBM,RBN,nDB,nN,nF,O%,D/Dtr03,D/Dtr05,D/Dtr10,BLI,MAXDP,Psi_i_A,Psi_e_1d,Vindex,Yindex,CIC3,CIC5,VE3sign_B(i),ATSC2m,ATSC1p,MATS6m,GATS3v,GATS4v,GATS5e,GATS7e,GATS8e,GATS1p,GATS3s,GATS4s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_8,P_VSA_MR_3,P_VSA_MR_5,P_VSA_MR_7,P_VSA_s_1,P_VSA_s_3,P_VSA_ppp_N,SpMAD_EA(dm),SM13_AEA(bo),SM15_AEA(dm),SM06_AEA(ri),SM09_AEA(ri),Eig02_EA(dm),Eig03_EA(dm),Eig04_EA(dm),Eig09_AEA(dm),Eig10_AEA(dm),nCp,nCrs,nCconj,C-005,C-026,H-046,H-047,H-051,H-052,O-059,SdCH2,StN,CATS2D_04_DD,CATS2D_02_DA,CATS2D_02_DL,CATS2D_06_DL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_LL,T(N..Cl),T(O..F),T(F..Cl),F03[C-O],F03[C-Cl],F03[O-Cl],F05[C-Cl],MLOGP2
101,60.06,7.507,1,1,1,0,0,25.0,0.0,0.0,0.0,0.88,1.951,3.625,-1.065,1.089,3.132,0.969,0.0,-0.69,3.431,0.442,0.0,2.003,0.453,0.0,0.0,0.0,2.256,0.666,2.068,10.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.116,0.0,0.0,0.0,0.0,0.0,-1.674,0.0,0.0,0.0,0,0,0,1,0,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.149
102,141.94,28.388,0,0,0,0,0,0.0,0.0,0.0,0.0,7.606,0.03,2.06,-1.39,0.0,0.0,0.0,0.0,-0.327,71.685,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.501,0.0,0.0,7.299,0.0,56.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
103,88.17,4.898,0,1,0,0,0,5.6,0.0,0.0,0.0,1.267,1.437,2.125,-0.417,1.203,5.184,2.113,3.239,-0.165,6.926,1.617,0.0,1.732,0.938,0.0,0.0,0.0,1.904,2.464,0.437,37.359,0.0,0.0,11.0,26.476,0.0,0.0,0.0,0.0,0.344,-1.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,3,0,9,1,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.463
104,118.15,6.564,1,4,1,0,0,16.7,0.0,0.0,0.0,1.014,3.268,2.833,-0.149,0.734,2.049,0.751,0.982,-0.618,8.178,1.421,-0.399,1.191,1.127,0.372,0.083,0.0,2.013,1.367,1.679,21.766,7.127,0.0,11.0,7.127,0.0,0.0,14.318,0.0,1.025,-1.0,-2.906,0.0,0.0,0.86,0.286,0.0,0.0,0.0,0,0,0,2,0,0,8,2,0,1,0.0,0.0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0.026
105,31.07,4.439,0,0,0,1,0,0.0,0.0,0.0,0.0,1.732,0.5,3.0,-1.445,0.0,0.0,1.767,0.0,-0.206,1.368,0.273,0.0,0.0,0.0,0.0,0.0,0.0,2.095,0.0,0.0,8.396,32.897,0.0,0.0,32.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663
106,50.49,10.098,0,0,0,0,0,0.0,0.0,0.0,0.0,3.402,0.528,3.056,-1.448,0.0,0.0,0.0,0.0,-0.263,6.51,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.884,0.0,0.0,9.14,0.0,0.0,0.0,0.0,39.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713
107,98.21,4.677,0,0,0,0,0,0.0,0.0,0.0,0.0,1.455,0.36,1.548,-0.144,0.643,2.022,1.536,1.274,-0.495,8.575,2.386,0.5,1.143,0.833,0.397,0.0,0.0,1.429,1.101,0.916,8.825,12.673,0.0,0.0,21.498,0.0,0.0,12.673,0.0,0.0,-1.0,-3.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,14,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.092
108,99.15,6.197,1,0,1,1,0,6.3,0.0,15.767,0.0,1.091,3.5,2.452,-0.145,0.741,2.704,0.672,0.672,-0.793,7.341,1.368,0.0,1.213,1.045,0.0,0.0,0.0,1.559,1.105,2.185,8.396,10.299,0.0,0.0,10.299,0.0,0.0,11.879,0.0,0.713,-1.191,-4.183,0.0,0.0,0.555,0.0,0.0,0.0,0.0,0,2,0,1,0,0,5,2,2,0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0.039
109,73.11,6.093,1,0,1,1,0,8.3,0.0,0.0,0.0,1.041,2.431,3.0,0.683,1.106,3.916,1.758,0.0,-0.309,4.648,0.686,0.0,2.14,0.257,0.0,0.0,0.0,2.073,0.695,1.786,16.793,3.124,0.0,0.0,3.124,0.0,0.0,0.0,0.0,0.746,0.0,0.0,0.0,0.0,0.293,-0.4,-1.093,0.0,0.0,0,0,0,2,0,0,6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.074
110,208.25,9.466,13,1,2,0,0,13.6,0.0,0.0,49.202,1.096,4.002,2.851,-0.110592105263,0.414,1.343,0.705,0.091,-0.971,6.072,2.565,-0.184,0.975,1.154,1.486,1.549,0.0,1.214,0.686,0.985,0.0,0.0,0.0,39.096,0.0,1.339,1.339,6.697,1.339,0.39,1.26,1.775,-3.0,-6.106,0.0,0.0,0.0,-0.618,-0.742,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0,2,0,1,0,6,0,0,0,0,6,0,0,0,3.905
111,123.12,8.794,7,1,1,1,0,14.3,0.0,0.0,0.0,0.833,3.006,3.074,-0.047,0.558,1.764,0.768,0.571,-1.253,3.079,1.153,-1.583,1.109,0.96,2.607,0.0,0.0,0.842,0.539,1.52,6.545,0.0,0.0,0.0,0.0,6.545,0.0,2.757,0.0,0.304,-0.732,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0,0,0,0,2,6,0,0,0,0,4,0,0,0,1.75
112,109.14,7.276,6,0,0,1,0,6.7,0.0,0.0,0.0,0.877,2.794,2.667,0.083,0.633,2.091,0.267,0.133,-1.869,4.481,1.256,1.11,1.21,1.163,0.661,0.0,0.0,0.764,0.847,1.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.757,0.0,0.0,-0.732,-3.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,4,0,0,0,0.0,0.0,0,0,2,0,1,2,0,0,0,0,2,0,0,0,1.972
113,140.57,10.041,7,1,1,0,0,7.1,0.0,0.0,0.0,0.973,3.143,2.716,-0.047,0.582,1.894,0.143,0.0,-1.039,2.473,1.062,0.174,1.029,1.299,1.981,0.0,0.0,0.73,0.64,1.268,0.0,0.0,39.149,0.0,0.0,50.573,0.0,6.686,0.0,0.0,-0.316,-1.88,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,1,0,1,0,4,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,2,3,0,0,5.618
114,126.59,8.439,6,0,0,0,0,0.0,0.0,0.0,0.0,1.085,1.598,2.181,0.084,0.633,2.091,0.45,0.317,-1.607,5.215,1.324,0.687,1.095,1.384,0.743,0.0,0.0,0.788,0.926,1.932,8.825,0.0,39.149,0.0,8.825,39.149,0.0,6.686,0.0,0.0,-0.732,-3.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,3,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10.302
115,108.15,6.759,6,0,0,0,0,6.3,0.0,0.0,0.0,0.957,2.919,2.417,0.084,0.633,2.091,0.422,0.297,-1.503,5.401,1.615,0.974,1.228,1.215,0.519,0.0,0.0,0.949,0.97,1.815,8.825,0.0,0.0,0.0,8.825,0.0,0.0,3.186,0.0,0.0,-0.732,-3.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,3,4,0,0,0,0.0,0.0,0,0,2,0,2,3,0,0,0,0,3,0,0,0,3.456
116,139.12,9.275,7,1,1,1,0,20.0,0.0,0.0,0.0,0.792,3.067,3.333,0.026,0.57,1.869,0.133,0.0,-0.783,2.725,1.228,-0.394,1.126,1.03,2.068,0.0,0.0,0.784,0.733,1.086,6.545,0.0,0.0,0.0,0.0,6.545,0.0,2.757,0.0,0.274,-0.243,-2.0,0.0,0.0,0.0,0.0,0.0,-1.494,-2.0,0,0,0,0,2,0,4,0,0,0,0.0,0.0,0,0,1,0,2,6,0,0,0,0,6,0,0,0,0.613
117,32.06,5.343,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,-1.498,0.0,0.0,2.195,0.0,-0.607304964539,1.302,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.523
118,128.56,9.889,6,0,0,0,0,7.7,0.0,0.0,0.0,0.979,2.698,2.681,0.084,0.597,1.848,0.615,0.615,-1.955,2.293,1.092,-2.654,1.17,1.167,0.038,0.0,0.0,0.633,1.2,1.463,0.0,0.0,39.149,0.0,0.0,39.149,0.0,3.501,0.0,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,4,0,0,0,0.0,0.0,0,0,2,0,2,2,0,0,0,0,2,2,0,0,4.525
119,139.12,9.275,7,1,1,1,0,20.0,0.0,0.0,0.0,0.79,3.036,3.333,0.026,0.525,1.597,0.533,0.533,-0.827,2.725,1.228,0.471,1.204,1.062,1.553,3.296,0.0,0.784,0.747,1.405,6.545,0.0,0.0,0.0,0.0,6.545,0.0,2.757,0.0,0.274,-0.235,-2.0,0.0,0.0,0.0,0.0,0.0,-1.544,-2.0,0,0,0,0,2,0,4,0,0,0,0.0,0.0,0,0,2,0,4,8,0,0,0,0,6,0,0,0,0.613
120,137.15,8.068,7,1,1,1,0,11.8,0.0,0.0,0.0,0.873,3.118,2.933,0.026,0.525,1.597,0.75,0.75,-0.798,5.215,1.505,-0.348,1.29,1.066,1.479,4.684,0.0,0.942,0.525,1.135,15.37,0.0,0.0,0.0,8.825,6.545,0.0,5.942,0.0,0.274,-0.235,-2.0,0.0,0.0,0.0,0.0,0.0,-1.55,-2.0,1,0,0,0,1,3,4,0,0,0,0.0,0.0,0,0,0,0,2,6,0,0,0,0,4,0,0,0,2.81
121,108.16,6.76,6,0,0,2,0,0.0,0.0,0.0,0.0,0.9,1.371,2.417,0.084,0.597,1.848,1.75,1.75,-0.607304964539,5.172,1.17,-1.247,1.335,1.063,0.088,0.0,0.0,0.732,1.145,1.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.513,0.0,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,4,0,0,0,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.798
122,136.17,6.484,0,4,0,0,0,19.0,0.0,0.0,0.0,1.005,2.497,3.472,0.081,0.998,3.634,2.286,2.951,-0.719,8.965,1.647,0.72,1.609,0.825,1.097,0.0,0.0,1.538,0.67,1.179,0.0,0.0,0.0,170.733,0.0,0.0,0.0,0.0,0.0,0.0,-0.303,-4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,8,0,0,0,0.0,0.0,6,0,4,0,4,0,0,0,0,0,12,0,0,0,1.729
123,72.17,4.245,0,2,0,0,0,0.0,0.0,0.0,0.0,1.811,0.212,1.7,0.662,0.853,2.34,1.736,2.703,-0.382,5.042,1.72,0.417,0.881,0.84,0.756,0.0,0.0,1.7,0.767,0.803,17.65,7.604,0.0,0.0,25.254,0.0,0.0,7.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,12,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85
124,288.05,16.944,0,2,0,0,12,0.0,0.0,0.0,0.0,0.613,4.031,6.015,-0.110592105263,1.069,3.667,1.736,2.703,-1.415,2.036,2.085,0.417,0.881,0.84,0.756,0.0,0.0,1.7,0.881,0.84,0.0,0.0,15.519,0.0,15.519,0.0,0.0,0.0,0.0,1.321,1.228,-3.0,-3.0,-6.542,3.02,1.51,1.51,0.51,0.51,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.665
125,94.12,7.24,6,0,0,0,0,7.7,0.0,0.0,0.0,0.915,2.632,2.524,-0.147,0.643,2.022,0.827,0.615,-0.579,3.792,1.257,1.131,1.13,0.984,1.193,0.0,0.0,0.853,1.118,1.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,2.268
126,136.16,7.564,7,2,1,0,0,11.1,0.0,0.0,0.0,0.914,3.169,2.783,0.026,0.486,1.435,0.709,0.556,-0.701,5.574,1.769,-0.133,1.158,0.995,1.689,2.135,0.0,0.95,1.079,0.514,0.0,2.535,0.0,0.0,2.535,0.0,0.0,6.63,0.91,0.528,-0.152,-2.0,0.0,0.0,0.242,0.0,0.0,-1.404,-2.0,0,0,0,0,0,0,5,2,0,0,0.0,0.0,0,1,1,1,2,2,0,0,0,0,2,0,0,0,3.117
127,119.13,8.509,8,1,2,1,0,7.1,0.0,0.0,0.0,0.854,2.683,2.685,-0.048,0.507,1.506,0.768,0.571,-0.83,2.967,1.096,-0.868,1.044,1.026,2.504,6.575,0.0,0.963,0.415,0.791,0.0,0.0,0.0,0.0,16.786,0.0,0.0,2.757,0.0,0.353,-0.287,-1.828,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2.605
128,98.91,24.727,1,0,1,0,0,25.0,0.0,0.0,0.0,1.338,1.975,4.222,-1.037,1.592,0.0,0.0,0.0,-0.133,2.095,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.764,0.0,2.049,0.0,0.0,0.0,0.0,-1.2,-1.874,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.041
129,137.32,34.33,0,0,0,0,0,0.0,0.0,0.0,0.0,4.564,0.759,3.352,-1.007,1.592,0.0,0.0,0.0,-0.134,0.026,0.382,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
130,208.22,34.703,0,0,0,0,0,0.0,0.0,0.0,0.0,4.564,0.867,3.533,-0.392,1.601,0.0,0.0,0.0,-0.051,0.039,0.471,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.957
131,153.32,30.664,1,0,1,0,0,20.0,0.0,0.0,0.0,3.834,2.512,4.028,0.65,1.553,0.0,0.0,0.0,-0.097,1.936,0.666,0.0,0.0,0.0,0.0,0.0,0.0,1.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.976,8.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.041
132,148.12,9.875,8,0,2,0,0,20.0,0.0,17.22,0.0,0.786,3.833,2.924,-0.110592105263,0.474,1.606,0.933,0.933,-0.607304964539,2.281,1.278,-1.758,1.047,1.184,2.38,0.0,0.0,0.918,0.811,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.754,0.0,0.5,0.914,-1.284,-6.144,0.0,1.07,0.0,0.0,-0.829,-1.627,0,0,2,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0,4,6,0,0,0,0,8,0,0,0,4.804
133,147.14,9.196,8,0,2,1,0,12.5,0.0,17.22,0.0,0.801,3.928,2.788,-0.110592105263,0.474,1.606,0.375,0.0,-3.057,2.948,1.318,-0.002,1.02,1.261,2.224,0.0,0.0,0.788,0.8,0.995,0.0,0.0,0.0,0.0,16.786,0.0,0.0,11.076,0.0,0.326,0.914,-1.284,-6.144,0.0,0.673,0.0,0.0,-0.895,-1.662,0,0,2,0,0,0,4,0,0,0,0.0,0.0,0,1,1,0,4,6,0,0,0,0,6,0,0,0,4.804
134,85.17,5.01,0,0,0,1,0,0.0,0.0,0.0,0.0,1.354,0.785,1.667,0.249,0.684,2.056,1.294,1.294,-0.95,7.279,1.596,0.0,0.995,0.718,0.0,0.0,0.0,1.488,1.007,0.681,0.0,11.815,0.0,0.0,29.826,0.0,0.0,11.815,0.0,0.133,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,2,4,0,4,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.668
135,162.21,7.373,8,2,2,2,0,4.5,0.0,0.0,0.0,0.88,3.533,2.667,-0.110592105263,0.448,1.293,0.671,0.545,-1.219,6.639,1.744,-0.214,1.199,1.027,0.75,1.483,1.11,0.798,0.842,1.263,0.0,65.794,0.0,0.0,65.794,12.233,0.0,10.647,0.0,0.163,1.0,-0.531,-4.789,0.0,0.0,0.0,0.0,-1.0,-1.294,0,0,3,0,0,0,6,0,0,0,0.0,0.0,0,1,1,3,0,1,0,0,0,0,1,0,0,0,0.57
136,58.09,5.809,1,1,1,0,0,10.0,0.0,0.0,0.0,1.351,2.174,3.125,-1.022,1.089,3.132,1.008,0.0,-0.578,3.333,0.908,0.0,0.71,0.408,0.0,0.0,0.0,1.66,0.977,2.611,8.825,2.535,0.0,0.0,11.36,11.424,0.0,2.535,0.0,0.852,0.0,0.0,0.0,0.0,0.0,-1.277,0.0,0.0,0.0,1,0,0,0,0,3,0,2,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.041
137,74.09,6.735,1,1,1,0,0,18.2,0.0,0.0,0.0,1.116,2.368,3.633,0.673,1.106,3.916,0.614,2.634,-0.269,4.049,0.895,0.0,0.854,0.849,0.0,0.0,0.0,1.582,1.257,2.178,8.825,2.535,0.0,0.0,11.36,0.0,0.0,3.444,0.91,1.17,0.0,0.0,0.0,0.0,0.0,-0.757,-1.584,0.0,0.0,1,0,0,0,0,3,0,2,0,0,0.0,0.0,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0.018
138,59.13,4.548,0,1,0,1,0,0.0,0.0,0.0,0.0,1.615,1.028,2.25,-1.004,1.089,3.132,0.827,2.797,-0.535,3.874,1.001,0.0,0.83,0.556,0.0,0.0,0.0,1.692,0.736,1.352,8.825,37.537,0.0,0.0,46.363,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,3,2,0,2,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12
139,42.09,4.677,1,0,1,0,0,0.0,0.0,0.0,0.0,1.478,0.361,2.333,1.367,2.042,0.0,1.103,0.0,-0.166,2.051,0.852,0.0,1.0,0.0,0.0,0.0,0.0,1.5,1.326,0.0,8.825,15.767,0.0,0.0,8.825,9.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,3,3,0,0,0,3.361,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486
140,76.11,5.855,0,1,0,0,0,15.4,0.0,0.0,0.0,1.17,2.111,3.367,0.667,1.106,3.916,0.52,2.643,-0.267,5.095,0.963,0.0,1.094,0.403,0.0,0.0,0.0,1.706,1.048,1.035,8.825,0.0,0.0,85.367,8.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,3,0,3,0,0.0,0.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0.285
141,58.09,5.809,0,0,0,0,0,10.0,5.333,0.0,0.0,1.132,1.208,2.083,0.672,1.543,0.0,0.675,2.336,-0.182,3.805,0.959,0.0,1.024,0.0,0.0,0.0,0.0,1.665,1.298,0.0,8.825,4.592,0.0,11.0,13.418,0.0,0.0,4.592,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,1,1,0,0,0,0,3,0,3,1,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002
142,68.09,7.566,5,0,0,2,0,0.0,0.0,9.167,0.0,0.862,0.597,2.3,-0.429,0.92,3.125,0.0,0.0,-0.812,2.82,0.554,0.0,1.168,0.0,0.0,0.0,0.0,1.007,1.317,0.0,0.0,0.0,0.0,0.0,25.71,16.663,0.0,0.0,0.0,0.0,-1.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.134
143,54.031,9.005,0,0,0,0,0,16.7,0.0,0.0,0.0,2.449,0.889,2.315,1.407,2.042,0.0,1.654,0.0,-0.109,2.784,38.904,0.0,3.288,0.0,0.0,0.0,0.0,0.61,0.102,0.0,10.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,3,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663
144,104.16,6.51,7,1,1,0,0,0.0,0.0,0.0,0.0,0.978,0.631,2.083,0.084,0.573,1.782,0.797,0.625,-0.969,5.033,1.534,0.25,1.034,1.172,0.882,0.0,0.0,0.937,0.715,1.22,0.0,15.767,0.0,0.0,0.0,9.476,0.0,3.186,0.0,0.0,-0.757,-2.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,8,0,0,0,3.631,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13
145,73.16,4.573,0,0,0,1,0,0.0,0.0,0.0,0.0,1.342,1.354,2.25,0.655,1.553,0.0,2.455,0.0,-0.081,5.511,1.352,0.0,2.066,0.0,0.0,0.0,0.0,1.641,2.48,0.0,26.476,32.897,0.0,0.0,59.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,9,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.64
146,165.82,27.637,1,0,1,0,0,0.0,0.0,0.0,0.0,1.511,0.883,3.296,-0.42,1.088,3.971,2.195,0.0,-0.607304964539,4.232,0.076,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.631,0.0,0.96,-1.562,0.0,0.0,0.0,1.2,0.0,-1.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.047
147,208.37,6.314,0,8,0,0,0,12.1,0.0,0.0,0.0,1.608,1.923,2.207,-0.110592105263,0.846,2.695,2.758,2.911,-0.716,19.031,4.269,-0.207,1.428,2.151,2.214,0.033,0.0,2.153,1.539,2.332,35.301,18.37,0.0,0.0,53.67,0.0,0.0,18.37,0.0,0.0,0.798,-0.656,-5.544,0.0,0.0,0.0,0.0,-0.747,-1.561,4,0,0,0,0,0,8,0,12,4,0.0,0.0,0,0,0,0,4,0,6,0,0,0,12,0,0,0,0.063
148,102.04,12.755,0,0,0,0,4,0.0,0.0,0.0,0.0,0.713,2.41,5.792,-0.401,1.203,5.184,1.594,0.0,-0.208,3.035,0.737,0.0,0.631,0.0,0.0,0.0,0.0,1.988,1.229,0.0,0.0,8.47,7.76,0.0,16.229,0.0,0.0,8.47,0.0,1.208,-1.514,0.0,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,2,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.301
149,72.12,5.548,0,0,0,0,0,7.7,0.0,9.167,0.0,1.246,1.444,1.9,-0.42,0.92,3.125,1.538,1.538,-0.607304964539,6.131,1.305,0.0,1.056,0.0,0.0,0.0,0.0,1.627,1.054,0.0,0.0,14.254,0.0,11.0,14.254,0.0,0.0,14.254,0.0,0.344,-1.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,4,0,4,1,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.166
150,92.15,6.143,6,0,0,0,0,0.0,0.0,0.0,0.0,1.033,0.083,1.952,-0.147,0.643,2.022,1.034,0.85,-0.553,5.171,1.527,0.875,1.25,1.016,0.625,0.0,0.0,1.0,1.266,1.043,8.825,0.0,0.0,0.0,8.825,0.0,0.0,3.186,0.0,0.0,-1.0,-3.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,3,5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.802
151,163.38,20.422,1,0,1,0,0,25.0,0.0,0.0,0.0,1.189,2.625,4.036,0.244,1.159,4.656,0.969,0.0,-0.539,9.11,0.464,0.0,1.17,4.019,0.0,0.0,0.0,0.376,0.921,0.993,0.0,0.0,0.0,0.0,0.0,117.446,0.0,0.91,0.91,1.477,-1.0,-6.155,0.0,0.0,1.555,-0.83,-0.83,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,6,0,0,0,0,0,0,6,0,0.991
152,117.16,29.29,0,0,0,0,0,0.0,0.0,0.0,0.0,1.964,0.694,3.417,-1.017,1.592,0.0,0.0,0.0,-0.154,0.789,0.131,0.0,0.988030674847,0.723539877301,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
