GWP
3.6714244
5.2876953
4.2437188
2.6343196
6.1867202
2.8097507
4.745291
3.8078817
3.9467349
2.185994
4.5938625
1.2725077
7.2111612
2.0734348
6.2576955
2.0177219
1.8599279
2.1870738
24.966257
0.6001301
2.2717234
2.8862067
4.6938874
8.2384981
2.285163
4.5997971
3.8222658
2.2924735
4.8718735
2.1828747
4.2140691
0.006171892
3.2749082
3.8777692
1.3772771
1.7475225
2.9773633
73.741302
1.1680192
4.2194685
2.879435
2.3996639
4.4465793
4.6447316
5.0341899
2.484015
3.1981346
4.2712662
2.9152629
2.4408047
5.0158576
1.7672349
0.95850733
4.8024248
0.80569426
1.159766
0.95178493
2.4490906
1.9974168
4.267107
4.9392499
4.0978872
3.7046095
3.7046095
2.0166156
2.4963847
2.3364832
2.8187761
5.3858851
1.3996137
1.0674111
3.0539953
1.9162897
2.0085589
1.7215943
5.4607208
2.6528357
3.5737939
4.1221372
2.1726134
4.2343349
4.1132123
3.3754306
0.49591019
1.6889983
2.7989784
3.2619548
3.5876761
1.9685956
5.3824648
0.51666489
0.38100527
1.7238674
2.0614432
5.6718462
0.92579976
2.5228486
2.3123312
2.6309648
4.4017518
5.0191387
2.1431166
0.69036549
3.142311
6.7265387
7.5496656
4.3868383
4.4809845
10.745426
4.5439389
4.4809845
3.3810115
17.523282
2.0805732
1.0453395
107.86281
3.9189299
5.151625
6.3690156
1.3925366
3.3456032
2.9534432
3.6081434
2.2807056
3.3446356
6.9290922
2.5381089
2.9341335
1.5732984
5.636948
1.4269018
3.8902517
4.0598554
15.388617
1.4714381
4.5774938
6.7391628
3.5611011
4.6144747
0.72561883
4.7042548
1.5016655
3.2384235
0.0001
3.9537273
0.2150151
2.822013
7.4776051
8.8030121
5.9649339
1.0752169
1.8473735
1.8441617
1.5143439
8.7590916
1.6230095
