ecosystem_quality
0.000125151
0.00019293
5.30E-05
6.41E-05
0.000137746
0.000127718
9.10E-05
0.000146706
3.04E-05
5.38E-05
1.53E-05
1.17E-05
9.36E-05
3.25E-05
9.31E-05
0.000164104
3.54E-06
0.000146964
5.05E-05
1.76E-05
9.10E-06
0.000115296
1.15E-05
9.18E-05
4.52E-05
7.06E-05
8.15E-05
4.18E-05
0.000124518
9.66E-05
3.33E-05
6.75E-05
0.000202869
0.000130472
5.84E-06
0.000114372
9.27E-05
8.16E-05
5.08E-06
6.46E-05
0.000167708
0.0001847
3.50E-05
8.82E-05
0.000107547
2.19E-05
0.000138251
0.000125834
0.000145463
3.05E-05
4.67E-05
8.02E-05
8.35E-06
3.78E-05
0.000252189
3.03E-05
2.32E-05
0.000157029
4.07E-05
3.16E-05
2.46E-05
7.95E-05
4.12E-05
8.83E-05
0.000156172
0.00013957
0.00011522
0.00011522
5.09E-05
6.46E-05
2.32E-05
4.16E-05
0.000158146
2.84E-05
0.000118319
0.000116193
3.83E-05
2.90E-05
1.27E-05
0.000345423
6.30E-05
0.000120047
0.000163159
3.74E-05
0.000403549
7.67E-05
8.96E-05
9.58E-05
1.81E-05
1.59E-05
6.56E-05
4.68E-05
5.68E-05
3.29E-05
8.74E-05
0.000362481
7.75E-05
3.86E-05
7.79E-06
2.41E-05
9.77E-06
5.36E-05
0.000248244
8.67E-06
3.77E-05
4.44E-05
7.79E-06
5.89E-05
0.000178334
5.59E-05
3.07E-05
3.89E-05
9.54E-05
0.000239886
6.37E-05
7.29E-05
5.91E-05
0.000272518
0.000109316
5.91E-05
2.95E-05
0.000362481
6.54E-05
1.32E-06
0.00020637
5.08E-05
0.000108956
0.000150183
4.12E-05
0.00048872
0.000385844
0.000491628
3.00E-05
6.67E-05
0.000114585
4.40E-05
6.80E-05
2.85E-05
0.000184006
1.26E-06
0.000133763
0.000122382
0.000399446
6.49E-05
3.93E-05
0.000149021
6.05E-06
0.000142348
0.000146067
0.000182745
2.34E-06
0.000149429
0.000129914
8.72E-06
3.64E-05
9.88E-05
3.84E-05
0.000400193
0.000249653
0.000140432
4.13E-05
3.72E-05
4.84E-05
2.99E-06
0.00023811
6.37E-06
