acidification
1.2162593
2.7683785
0.7516
0.85033654
1.6817138
1.3169968
0.867644
1.4884514
0.97887107
0.68702877
0.33235855
0.24359463
1.551381
0.46310662
1.0148966
1.7636921
0.53732299
1.515828
0.53009985
0.32136123
0.2502478
1.5928281
0.13824162
1.1332973
0.74942464
1.5439258
1.6830711
0.49158866
1.2510891
1.0238337
0.44589987
1.0906571
3.8664132
1.2029676
0.17786757
1.3008738
1.0023513
1.0441587
0.65660237
0.65403034
2.3395728
3.1493079
0.59631144
1.0857906
0.98177464
0.47725972
1.4904377
1.3621131
1.5375835
0.57550931
0.72561465
1.0173305
1.2314715
0.60649924
3.3860219
0.39281752
0.59677156
1.7223126
0.83763347
0.56978201
0.45854851
1.136196
1.0779061
0.98800368
1.6456837
1.3651784
1.135027
1.135027
0.47462085
0.75780094
0.49141476
0.81847383
1.4711874
0.31798075
0.26845393
0.80342216
0.62961943
0.40312278
0.27871352
2.1108197
0.6846125
1.0545852
1.6948477
0.46245936
6.8024631
1.0179647
1.4411562
1.0366604
0.18268598
0.35954735
0.81755462
0.89898778
0.81691417
0.35414267
2.0106041
4.6775527
1.6721297
0.76600459
0.33228461
0.49525256
0.25082934
0.83718319
1.6714332
0.28839153
0.62580071
1.1572156
1.1419795
0.81887867
2.0367671
0.94134896
0.4936592
1.0356862
1.530008
2.14971
0.67008958
1.0767261
1.0248968
3.016438
1.2313224
1.0248968
0.62680547
3.0160623
0.86494284
0.22647872
5.0910052
0.83607787
1.2558644
2.0920176
0.39899864
1.2612869
1.218949
1.4394221
0.5624316
1.0470648
1.7575079
0.84181263
0.79699878
0.36673386
1.9670965
0.20950379
1.2514292
1.200671
3.9677023
0.71593609
0.68779846
2.0797981
0.83774413
1.4062877
4.756263
1.9236732
0.19986759
1.305715
1.3793049
1.7151251
0.36588466
0.43537336
0.66334324
4.3634122
3.9012369
4.1360938
0.94345258
1.02599
0.58655603
0.23685991
3.2287563
0.23754418
