EI99
0.37699747
0.92543132
0.23714774
0.21832083
0.67887534
0.52769518
0.32302427
0.41844701
0.19891117
0.33651764
0.12374236
0.10351547
0.58902678
0.18060972
0.36783612
0.74799883
0.06005472
0.65523013
0.19168262
0.12397694
0.11562719
0.81083095
0.066986743
0.44235294
0.28930893
0.56343403
0.60000105
0.2295125
0.50217461
0.41800101
0.19425456
0.43577053
1.3387424
0.37476098
0.01452937
0.40160288
0.34532735
0.33481354
0.079302211
0.29680706
0.72979934
1.8960882
0.23934173
0.43434488
0.38153348
0.18530086
0.58006086
0.46538603
0.56375683
0.2189689
0.31241385
0.37732302
0.16786123
0.23405443
1.1958457
0.18901961
0.16860095
0.74555446
0.33997217
0.20175831
0.17645566
0.36730581
0.2639781
0.41625041
0.47405501
0.52908612
0.43350335
0.43350335
0.27016825
0.2872018
0.19059398
0.26424589
0.45435982
0.18309336
0.16883583
0.38498717
0.24381505
0.19151985
0.1155104
0.76770323
0.24679184
0.47566786
0.64405579
0.20206074
1.7339386
0.45026335
0.46066804
0.35534852
0.11490889
0.13801613
0.31424122
0.31633899
0.37922778
0.13211418
0.68594464
1.0700043
0.63600539
0.32342563
0.056467139
0.21076428
0.11007009
0.2544327
0.47363138
0.10756783
0.26833716
0.28323607
0.16011543
0.2402759
0.65567365
0.30998403
0.17070562
0.35187489
0.65072246
0.93286903
0.24933697
0.44159035
0.41308687
1.2588806
0.50590291
0.41308687
0.20092267
1.2585593
0.30301831
0.031119112
2.5805081
0.35094833
0.51667105
0.85408064
0.21795778
0.43837894
0.45153875
0.51748207
0.16144196
0.309397
0.68952385
0.24465217
0.25406874
0.15708025
0.60103772
0.033611682
0.50320377
0.48896436
1.6981782
0.24915123
0.14225745
0.75454244
0.14867042
0.48129083
1.067273
0.58765989
0.033522769
0.48937819
0.52045459
0.16921905
0.2606634
0.24782742
0.24742625
1.5760955
1.4962373
0.80360846
0.33616377
0.25209035
0.22897528
0.039206518
1.1299601
0.038246364
