CED
104.9928919222
88.706020504
111.3519252159
88.2855335905
115.8820495405
110.1736547415
73.763901716
119.9008868766
113.1041843589
104.0764997007
76.6206818508
50.5919042104
102.4544551973
52.2019870819
83.7617058919
159.8373210559
67.3626448433
129.4592075899
50.0834627166
67.7654584947
64.1386400383
140.7822595789
19.9327807577
95.5011876673
93.7396456754
97.6589216331
110.1380822501
66.1856214908
114.9650625811
96.4394542583
70.4068188076
136.3605905062
97.6407610572
87.3141084414
60.4361775014
91.7132326606
96.4821306393
107.336792559
34.8681289034
51.7873652928
91.4789631739
122.9785047229
45.2560972639
79.3842992541
73.9907015235
81.5799896406
104.3341409805
91.363067281
96.832871424
80.6580466547
97.0397295943
109.5522575086
40.5714751821
73.4601470559
160.9402641436
59.5375936267
57.353985832
116.8202647808
40.2347889766
51.5993719352
42.5887055386
84.3910074463
79.4224919614
110.5787027972
134.0196636597
108.0026396082
84.7977265963
84.7977265963
38.0428012305
78.1538197483
79.8427895249
81.108414773
97.7017841943
38.1188930719
34.320434308
84.154239973
71.6028745215
65.6565766694
64.1670571996
128.404475686
73.3913166371
63.9630683805
100.738479212
65.619053937
232.8855096928
119.0687368367
112.8635915191
99.9226218037
24.2915520497
62.1362653444
84.6146936308
94.3204014304
85.5487498099
62.2252470331
96.3647101392
288.1454183518
134.2284824985
22.7321777434
33.5798082723
76.7225909283
61.4380778428
87.6180861663
101.3874286238
56.9764292821
75.3343091929
76.8347103933
47.2596523586
120.0791443094
123.158318876
81.0842380349
49.1809896736
65.8213663593
139.9237261935
148.6629793799
73.4796144668
129.9880208284
93.9550658486
180.8708428152
119.0930728307
93.9550658486
64.5220153956
180.8595273137
65.864077231
86.6489246683
171.1439006006
119.8433759645
119.8923836936
138.2066630881
40.9719840707
71.6884996049
59.4143196934
74.5627916493
78.2735481291
98.0174390762
195.8674698347
70.2367146439
94.4657387353
60.5127268348
143.3375183096
68.4938440923
97.6858745947
111.9314793025
250.1808925679
43.7027305661
91.1319328639
161.256942051
31.1139160742
115.7938412989
139.8541034812
109.3065620155
63.3868372626
70.7872037381
52.2582994282
53.9285018276
43.9155573428
34.89695429
87.5041394372
181.4008662825
152.124115961
135.0464297793
51.8398218334
81.4118343047
65.7472789636
53.6758770442
105.9336344356
65.8139501964
